step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,11.95495914408754,0,0.0,0.8806531745118572,0,0.0
10.0,0,0.0,0.0,12.83258960024125,0,0.0,0.9469593204455058,0,0.0
15.0,1,1.0,0.05555555555555555,7.135774162964481,1,1.0,0.390627764546491,1,1.0
20.0,6,30.0,1.6666666666666667,7.7853217810708095,6,30.0,0.4550283124716819,6,30.0
25.0,7,62.0,2.8181818181818183,7.735453122292491,7,62.0,0.4064065845231327,7,62.0
30.0,6,90.0,4.5,7.1000965684735515,6,92.0,0.3827017432832672,6,92.0
35.0,6,120.0,5.714285714285714,8.21561094243558,6,120.0,0.4322542424759876,6,120.0
40.0,4,52.0,2.0,9.816350107405103,4,97.0,0.6131326708662148,4,97.0
45.0,5,73.0,3.0416666666666665,8.39275236804126,5,73.0,0.5242937857296098,5,73.0
50.0,5,93.0,3.875,6.466113114288187,5,94.0,0.3814018751070795,5,94.0
55.0,10,139.0,5.791666666666667,6.800971619027135,10,139.0,0.3751379197243764,10,139.0
60.0,8,130.0,5.416666666666667,5.8490019009210625,8,147.0,0.2730700500472288,8,147.0
65.0,8,170.0,6.538461538461538,7.885999939392137,8,170.0,0.4250842003996868,8,170.0
70.0,6,186.0,7.75,6.877681219977425,6,191.0,0.33671103468822156,6,191.0
75.0,7,218.0,6.8125,8.310092289204025,7,218.0,0.5217851634148007,7,218.0
80.0,6,148.0,4.933333333333334,8.455491283381638,6,200.0,0.5401098501874083,6,200.0
85.0,8,184.0,5.75,7.088533921615388,8,184.0,0.38661261405594866,8,184.0
90.0,12,91.0,3.1379310344827585,6.3501699459469005,12,95.0,0.2972830918837892,12,95.0
95.0,12,151.0,5.033333333333333,5.568692949093262,12,151.0,0.24108009633192176,12,151.0
100.0,12,127.0,4.535714285714286,5.125435372004167,12,181.0,0.28276575296078,12,181.0
105.0,7,136.0,4.857142857142857,6.416060390151784,7,166.0,0.35417249718015964,7,166.0
110.0,5,32.0,0.9411764705882353,7.5415747631933865,5,129.0,0.43614256703574883,5,129.0
115.0,8,58.0,1.8709677419354838,7.207478449209049,8,88.0,0.39344818256877895,8,88.0
120.0,7,55.0,1.7741935483870968,6.601385820956947,7,95.0,0.31837091142980906,7,95.0
125.0,7,54.0,1.7419354838709677,7.040176427028313,7,84.0,0.3372512084315236,7,84.0
130.0,7,27.0,0.9310344827586207,6.139700288572206,7,76.0,0.29133873957520123,7,76.0
135.0,13,80.0,2.7586206896551726,5.193851387519082,13,110.0,0.20276381588712764,13,110.0
140.0,12,89.0,3.0689655172413794,5.463910539048223,12,146.0,0.27087909239234936,12,146.0
145.0,5,74.0,2.466666666666667,6.528993937181381,5,130.0,0.36024905006809815,5,130.0
150.0,7,102.0,2.8333333333333335,7.585923455506086,7,149.0,0.4567552867656412,7,149.0
155.0,13,156.0,4.7272727272727275,4.382255314870307,13,203.0,0.22152361532793757,13,203.0
160.0,19,199.0,5.685714285714286,3.6364644755433675,19,258.0,0.1998808196969062,19,258.0
165.0,12,231.0,6.6,4.193823054305793,12,283.0,0.1311503274973487,12,283.0
170.0,12,85.0,2.1794871794871793,5.171029093310391,12,256.0,0.2687098436073843,12,256.0
175.0,14,113.0,3.323529411764706,4.5681167917204535,14,200.0,0.19660021344535922,14,200.0
180.0,20,203.0,5.486486486486487,5.301182286997096,20,255.0,0.1322114140245586,20,255.0
185.0,15,208.0,5.2,5.419379135950132,15,301.0,0.23566365932604866,15,301.0
190.0,9,146.0,3.8421052631578947,7.047698476847341,9,262.0,0.38329447498066355,9,262.0
195.0,8,148.0,4.0,6.504075670556431,8,223.0,0.26250687291602837,8,223.0
200.0,6,98.0,2.6486486486486487,6.451615710776418,6,189.0,0.34748781391997796,6,189.0
205.0,12,145.0,4.264705882352941,4.8201402641767315,12,220.0,0.19106203247411935,12,220.0
210.0,12,167.0,4.771428571428571,4.875074118401331,12,248.0,0.23002983085525805,12,248.0
215.0,7,178.0,5.5625,5.069087851244207,7,231.0,0.19205498863914935,7,231.0
220.0,7,90.0,2.1951219512195124,7.360774005448518,7,127.0,0.4501646830461676,7,127.0
225.0,13,146.0,3.945945945945946,5.581356964995763,13,183.0,0.3059495166462893,13,183.0
230.0,15,175.0,4.487179487179487,4.07774697586001,15,225.0,0.21185213576494047,15,225.0
235.0,14,213.0,5.756756756756757,4.496748627067228,14,263.0,0.17475765665895784,14,263.0
240.0,7,69.0,1.725,5.588013039704741,7,213.0,0.2505314661967329,7,213.0
245.0,11,88.0,2.3783783783783785,5.441956058008639,11,150.0,0.24227529374784945,11,150.0
250.0,10,114.0,3.0,4.909865848395472,10,162.0,0.20764976870199114,10,162.0
255.0,9,132.0,3.3,6.2702503610571565,9,166.0,0.3028686566857823,9,166.0
260.0,6,60.0,1.4634146341463414,7.442968102012193,6,139.0,0.4356274158335207,6,139.0
265.0,12,105.0,2.8378378378378377,5.7777654887606795,12,133.0,0.27614897419543466,12,133.0
270.0,17,149.0,3.9210526315789473,4.399341994440696,17,189.0,0.2048765808307633,17,189.0
275.0,12,181.0,5.171428571428572,4.5084720990441385,12,227.0,0.16690104133941433,12,227.0
280.0,10,105.0,2.6923076923076925,5.4204738062900315,10,228.0,0.279215891815831,10,228.0
285.0,14,153.0,4.371428571428571,5.002794433263074,14,211.0,0.22027971811857786,14,211.0
290.0,15,175.0,4.069767441860465,4.999708429037431,15,257.0,0.2901220366689395,15,257.0
295.0,11,182.0,4.232558139534884,6.696927235618981,11,272.0,0.38376534520312494,11,272.0
300.0,8,124.0,3.024390243902439,4.5461016804812795,8,257.0,0.2347956089330511,8,257.0
305.0,18,198.0,4.714285714285714,4.597547524542877,18,303.0,0.19011496630551178,18,303.0
310.0,18,244.0,5.951219512195122,3.7140432127488707,18,359.0,0.11200457123262374,18,359.0
315.0,16,266.0,6.487804878048781,5.130651794318565,16,362.0,0.20311164727082587,16,362.0
320.0,8,180.0,4.615384615384615,5.353911092002922,8,300.0,0.24772922569561534,8,300.0
325.0,16,243.0,6.075,4.5229712555184465,16,347.0,0.2340818849383126,16,347.0
330.0,17,295.0,7.375,3.8204921916710055,17,402.0,0.20940975535448617,17,402.0
335.0,16,338.0,8.24390243902439,4.5094548276483675,16,421.0,0.23146212548720507,16,421.0
340.0,11,109.0,2.5348837209302326,3.95397383743502,11,364.0,0.15672601182254228,11,364.0
345.0,13,63.0,1.5,4.788815784012623,13,248.0,0.2167371538923622,13,248.0
350.0,15,84.0,2.0,3.5162175904276567,15,282.0,0.11991114075689949,15,282.0
355.0,18,120.0,2.857142857142857,4.683549941767801,18,307.0,0.1991987814413067,18,307.0
360.0,9,77.0,1.925,4.465331771118734,9,306.0,0.13102528949508532,9,306.0
