step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.253490445956993,0,0.0,0.9157675654323213,0,0.0
10.0,0,0.0,0.0,12.47014019214375,0,0.0,0.9312450583211311,0,0.0
15.0,2,2.0,0.1111111111111111,7.346847550730611,2,2.0,0.41461866034803835,2,2.0
20.0,8,39.0,2.1666666666666665,7.094625940728029,8,39.0,0.36481559724752,8,39.0
25.0,6,43.0,1.8695652173913044,6.022525969185327,6,56.0,0.34986483701425114,6,56.0
30.0,6,73.0,3.65,8.014593104946751,6,73.0,0.4439353374886478,6,73.0
35.0,4,63.0,2.625,7.8004190463127925,4,63.0,0.36689176945143526,4,63.0
40.0,10,105.0,4.375,6.82336757774371,10,105.0,0.4358264012094941,10,105.0
45.0,6,117.0,4.5,5.784721184837131,6,131.0,0.41102945353173725,6,131.0
50.0,8,152.0,5.846153846153846,6.8779809152321425,8,152.0,0.4113385256594387,8,152.0
55.0,7,25.0,0.8333333333333334,6.866691982945988,7,115.0,0.3688761035239843,7,115.0
60.0,10,51.0,1.9615384615384615,6.553452448433355,10,66.0,0.2847681057269294,10,66.0
65.0,10,57.0,1.9,5.564612511060605,10,97.0,0.2567831182011647,10,97.0
70.0,8,94.0,3.76,6.854812418686269,8,112.0,0.37661804555394524,8,112.0
75.0,6,88.0,2.4444444444444446,7.258714999910463,6,114.0,0.4342655368279336,6,114.0
80.0,12,138.0,4.3125,7.92096487069475,12,141.0,0.47293760849621896,12,141.0
85.0,10,144.0,4.0,5.467041759481907,10,174.0,0.28989064313027163,10,174.0
90.0,12,176.0,5.5,6.508079983286903,12,194.0,0.3261403860310706,12,194.0
95.0,8,50.0,1.4705882352941178,6.353370363036213,8,152.0,0.3102027600437491,8,152.0
100.0,12,80.0,2.5,6.600993385802001,12,99.0,0.3071180328623506,12,99.0
105.0,8,96.0,3.0,6.162635686659955,8,120.0,0.2987368460016733,8,120.0
110.0,8,123.0,3.727272727272727,8.171870197785141,8,133.0,0.49367629358424275,8,133.0
115.0,4,58.0,1.8125,8.213491759556913,4,104.0,0.5088711102668264,4,104.0
120.0,8,92.0,3.1724137931034484,7.021006043557569,8,94.0,0.3812228539567588,8,94.0
125.0,9,98.0,3.2666666666666666,5.587288980567744,9,127.0,0.24552139194743197,9,127.0
130.0,8,128.0,4.413793103448276,7.2502753814839975,8,139.0,0.37453236428637904,8,139.0
135.0,5,124.0,4.133333333333334,6.697977727882413,5,142.0,0.3274537299839024,5,142.0
140.0,12,174.0,6.214285714285714,6.407324389810173,12,175.0,0.28911180384958873,12,175.0
145.0,10,192.0,6.4,5.247660219873406,10,216.0,0.30388400649718444,10,216.0
150.0,8,226.0,6.848484848484849,7.646425918122774,8,233.0,0.49033813368167195,8,233.0
