step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.9382195026762,0,0.0,0.9664213772846967,0,0.0
10.0,0,0.0,0.0,11.66214542114288,0,0.0,0.8756645373317625,0,0.0
15.0,5,9.0,0.5,6.88408824424348,5,9.0,0.4345357729530449,5,9.0
20.0,8,46.0,2.5555555555555554,7.09900255270079,8,46.0,0.3662169199203175,8,46.0
25.0,6,48.0,2.1818181818181817,5.35399573348646,6,63.0,0.34069884599247374,6,63.0
30.0,6,78.0,3.9,7.670580094593808,6,78.0,0.4630749640765589,6,78.0
35.0,6,108.0,4.5,9.447180823344837,6,108.0,0.45646180454682184,6,108.0
40.0,2,52.0,2.0,9.094135602112344,2,85.0,0.5844195085127929,2,85.0
45.0,4,65.0,2.5,9.411726826348511,4,65.0,0.5581062845593945,4,65.0
50.0,2,72.0,3.0,8.180520575278976,2,75.0,0.4654823707397578,2,75.0
55.0,8,99.0,4.125,8.401912587158813,8,99.0,0.4265821604983862,8,99.0
60.0,4,108.0,4.909090909090909,8.675402103162789,4,118.0,0.38751855140735997,4,118.0
65.0,6,137.0,6.2272727272727275,7.775804118129597,6,137.0,0.4295295222950917,6,137.0
70.0,8,64.0,3.2,5.923226235462926,8,64.0,0.30920399426398854,8,64.0
75.0,11,111.0,3.8275862068965516,7.234914163304641,11,111.0,0.4841637323500839,11,111.0
80.0,7,112.0,4.0,7.189904494763156,7,136.0,0.4802705080097989,7,136.0
85.0,8,144.0,4.5,6.882438542013412,8,145.0,0.4182329408075899,8,145.0
90.0,9,33.0,1.03125,6.399979900126366,9,123.0,0.2989448211587151,9,123.0
95.0,11,71.0,2.21875,5.977745605162321,11,72.0,0.2442685180976803,11,72.0
100.0,9,85.0,2.7419354838709675,5.906345529887384,9,108.0,0.28164189514428983,9,108.0
105.0,8,118.0,3.6875,7.662865117160519,8,126.0,0.423017798094254,8,126.0
110.0,7,71.0,2.1515151515151514,7.322415205019917,7,115.0,0.4220833900091235,7,115.0
115.0,11,122.0,3.935483870967742,6.651775865708994,11,128.0,0.3505981197386446,11,128.0
120.0,10,137.0,4.566666666666666,4.907867157053826,10,165.0,0.2552503440354315,10,165.0
125.0,12,178.0,5.741935483870968,5.453297948652976,12,190.0,0.2916927690489733,12,190.0
130.0,10,129.0,4.03125,5.160982060220785,10,194.0,0.256336957801988,10,194.0
135.0,14,195.0,5.735294117647059,6.096846999105609,14,207.0,0.2576488212821291,14,207.0
140.0,12,210.0,6.5625,6.242841114624657,12,250.0,0.2815076971736883,12,250.0
145.0,6,209.0,6.147058823529412,7.105184180920115,6,246.0,0.39027006373627193,6,246.0
150.0,10,130.0,3.611111111111111,6.7323208059064,10,167.0,0.4216530071384718,10,167.0
155.0,16,196.0,6.125,4.711399777238453,16,233.0,0.27954159699118936,16,233.0
160.0,20,235.0,6.527777777777778,3.7810096070536665,20,291.0,0.1977537178601077,20,291.0
165.0,13,261.0,7.676470588235294,4.472951893174483,13,311.0,0.18256968756152503,13,311.0
170.0,10,109.0,2.7948717948717947,6.112416855929921,10,259.0,0.3080469563122554,10,259.0
175.0,15,145.0,4.264705882352941,5.1423945587283395,15,203.0,0.19312233709029605,15,203.0
180.0,16,179.0,5.114285714285714,4.939850989068237,16,240.0,0.17926276674682695,16,240.0
185.0,11,202.0,5.45945945945946,6.222167600158033,11,253.0,0.3094971115340095,11,253.0
190.0,5,58.0,1.5263157894736843,6.73719200852352,5,198.0,0.37781392976218836,5,198.0
195.0,9,71.0,1.9189189189189189,5.726053908201775,9,128.0,0.23284267142266518,9,128.0
200.0,15,106.0,2.9444444444444446,4.775589241511437,15,175.0,0.21556238580688447,15,175.0
205.0,10,143.0,4.085714285714285,5.297186050277583,10,197.0,0.21030665830347556,10,197.0
210.0,10,115.0,3.1944444444444446,5.656379723190606,10,197.0,0.28341618757409737,10,197.0
215.0,16,185.0,5.606060606060606,3.6071914228756667,16,227.0,0.06669531384065022,16,227.0
220.0,17,220.0,5.238095238095238,5.523425698088475,17,288.0,0.32533004134336563,17,288.0
225.0,9,230.0,6.052631578947368,6.13685734026857,9,306.0,0.3438659769081338,9,306.0
230.0,9,105.0,2.441860465116279,5.106583122253437,9,270.0,0.26747181559012,9,270.0
235.0,16,143.0,3.763157894736842,4.094375737301294,16,232.0,0.18819073923149474,16,232.0
240.0,20,184.0,4.487804878048781,3.9566527619628586,20,286.0,0.15917619001707445,20,286.0
245.0,16,217.0,5.564102564102564,4.249909921155999,16,322.0,0.16195924569046644,16,322.0
250.0,13,143.0,3.4878048780487805,5.393765490320275,13,271.0,0.24191099167196858,13,271.0
255.0,20,225.0,5.232558139534884,4.116382112880876,20,335.0,0.2057115295550919,20,335.0
260.0,20,278.0,6.318181818181818,3.9114560899431354,20,397.0,0.24922764000463218,20,397.0
265.0,18,328.0,7.454545454545454,4.356463388452891,18,429.0,0.22040420076353728,18,429.0
270.0,16,223.0,4.74468085106383,4.679992390245719,16,427.0,0.22016732343804973,16,427.0
275.0,18,251.0,5.976190476190476,3.7156479778430547,18,388.0,0.15143790555603065,18,388.0
280.0,20,294.0,6.25531914893617,4.435064258591797,20,412.0,0.1842106128300355,20,412.0
285.0,17,320.0,7.441860465116279,4.220626801229175,17,433.0,0.14352439583232518,17,433.0
290.0,11,95.0,1.9387755102040816,5.316499213768052,11,390.0,0.3045341506122851,11,390.0
295.0,15,113.0,2.511111111111111,5.013214648424423,15,273.0,0.29985544065025055,15,273.0
300.0,16,143.0,3.0425531914893615,4.301944100920145,16,313.0,0.20157390120442034,16,313.0
305.0,19,172.0,3.739130434782609,3.7905781404911303,19,322.0,0.14918153695942338,19,322.0
310.0,16,86.0,1.8695652173913044,4.161949073416416,16,343.0,0.1713276852339438,16,343.0
315.0,16,129.0,2.9318181818181817,3.694862215638793,16,321.0,0.17495357706997341,16,321.0
320.0,19,169.0,3.6739130434782608,3.4770919388405224,19,365.0,0.13770441706473746,19,365.0
325.0,18,200.0,4.166666666666667,4.075300657499366,18,375.0,0.17737201661352497,18,375.0
330.0,13,121.0,2.5208333333333335,4.741481694105679,13,364.0,0.2308988078338894,13,364.0
335.0,15,182.0,3.7916666666666665,3.99913071636756,15,360.0,0.17529657463154508,15,360.0
340.0,23,283.0,6.0212765957446805,3.712932897132469,23,461.0,0.10862013304937862,23,461.0
345.0,22,324.0,6.8936170212765955,2.648330453968565,22,521.0,0.08541652341560865,22,521.0
350.0,22,348.0,7.909090909090909,3.0593844531743617,22,539.0,0.11513053839575824,22,539.0
355.0,18,389.0,8.104166666666666,4.8952215334968905,18,531.0,0.15615033289098135,18,531.0
360.0,11,192.0,4.363636363636363,4.450577205881924,11,499.0,0.18170986503734493,11,499.0
365.0,9,149.0,2.98,5.9283991237161,9,393.0,0.35980636660979315,9,393.0
370.0,10,161.0,3.3541666666666665,5.08932478824506,10,356.0,0.27521947367283844,10,356.0
375.0,14,173.0,3.392156862745098,4.492740986308051,14,344.0,0.1795115749463652,14,344.0
380.0,14,83.0,1.8043478260869565,3.876702562329221,14,262.0,0.1419101737641367,14,262.0
385.0,17,154.0,3.276595744680851,3.326995258735969,17,335.0,0.15881975419405148,17,335.0
390.0,19,209.0,4.644444444444445,2.7151783050781604,19,392.0,0.12548076396914126,19,392.0
395.0,18,259.0,5.51063829787234,3.423737651414541,18,406.0,0.13716245306044209,18,406.0
400.0,17,316.0,6.196078431372549,5.244243230797439,17,417.0,0.235522761294138,17,417.0
405.0,10,185.0,3.627450980392157,5.369941287009152,10,390.0,0.3024516239237187,10,390.0
410.0,12,174.0,3.48,5.218036411682538,12,308.0,0.24006405977790335,12,308.0
415.0,18,212.0,4.326530612244898,4.165273338997305,18,317.0,0.17412296118499068,18,317.0
420.0,16,250.0,5.555555555555555,3.9174464575415544,16,335.0,0.10641661888710674,16,335.0
425.0,11,82.0,1.7083333333333333,4.704225671817631,11,313.0,0.22972578166331073,11,313.0
430.0,14,107.0,2.5476190476190474,3.905883803709105,14,245.0,0.14865118525805646,14,245.0
435.0,17,144.0,2.769230769230769,4.905723162996677,17,290.0,0.27123265064628177,17,290.0
440.0,15,178.0,3.7083333333333335,4.825838997373122,15,314.0,0.24727692732723008,15,314.0
445.0,9,61.0,1.1730769230769231,4.366274583500476,9,300.0,0.22675078565626927,9,300.0
450.0,16,90.0,1.875,3.961160746860061,16,242.0,0.13561378909760943,16,242.0
455.0,17,127.0,2.54,3.770913520955655,17,287.0,0.14287443561925586,17,287.0
460.0,18,165.0,3.4375,3.9860100426478624,18,297.0,0.13077539134246738,18,297.0
465.0,9,81.0,1.6875,4.407738079957574,9,278.0,0.2061278212065433,9,278.0
470.0,16,139.0,2.7254901960784315,4.628693544742175,16,278.0,0.20597217372870044,16,278.0
475.0,15,177.0,3.6122448979591835,4.515469463536181,15,319.0,0.22703362210434821,15,319.0
