step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.383957358978792,0,0.0,0.9299236065280057,0,0.0
10.0,0,0.0,0.0,12.834991699061122,0,0.0,0.8908903086268883,0,0.0
15.0,2,3.0,0.16666666666666666,7.2619362876825715,2,3.0,0.4359155156777072,2,3.0
20.0,7,34.0,1.8888888888888888,7.591588283738869,7,34.0,0.40918213831732675,7,34.0
25.0,4,43.0,1.9545454545454546,7.099138762389161,4,49.0,0.4496091104754848,4,49.0
30.0,6,69.0,3.6315789473684212,8.488393489965143,6,69.0,0.46246549003989706,6,69.0
35.0,5,61.0,2.652173913043478,7.07329290387708,5,61.0,0.3242711146506268,5,61.0
40.0,10,106.0,4.24,7.394062170119842,10,106.0,0.43922895390900346,10,106.0
45.0,11,158.0,6.076923076923077,5.317582860364756,11,158.0,0.350050318394788,11,158.0
50.0,15,229.0,8.807692307692308,4.454292653866892,15,229.0,0.2774164697930192,15,229.0
55.0,12,214.0,7.133333333333334,5.227928792490928,12,264.0,0.28420893644432665,12,264.0
60.0,10,232.0,8.0,6.382616122394899,10,264.0,0.28768517234034335,10,264.0
65.0,6,53.0,1.65625,6.521429530212768,6,212.0,0.3308901650567713,6,212.0
70.0,8,32.0,1.1428571428571428,6.200375002114858,8,113.0,0.2603265086982318,8,113.0
75.0,12,85.0,2.236842105263158,6.264967493626446,12,166.0,0.3467478895241594,12,166.0
80.0,19,170.0,5.0,5.321841333352796,19,251.0,0.3322184993976979,19,251.0
85.0,17,153.0,4.135135135135135,3.3400279629164253,17,291.0,0.23566480011916147,17,291.0
90.0,16,134.0,3.6216216216216215,4.438132138908176,16,289.0,0.22394206853583742,16,289.0
95.0,10,73.0,1.7804878048780488,4.747751829209107,10,270.0,0.2105816420858247,10,270.0
100.0,15,113.0,2.8974358974358974,5.082148263339359,15,248.0,0.23295461822636507,15,248.0
105.0,18,153.0,3.825,4.451890646242534,18,290.0,0.19993537109124188,18,290.0
110.0,14,181.0,4.309523809523809,5.679043599142233,14,296.0,0.29019094933741546,14,296.0
115.0,12,231.0,5.5,7.515871276537181,12,291.0,0.3736100904247017,12,291.0
120.0,12,166.0,4.256410256410256,5.04481498146395,12,286.0,0.21732903190209926,12,286.0
125.0,17,244.0,6.421052631578948,5.358740591475309,17,304.0,0.23009674700585836,17,304.0
130.0,16,282.0,7.621621621621622,4.486902073595451,16,359.0,0.17000138542604096,16,359.0
135.0,14,321.0,8.447368421052632,5.512792397933564,14,390.0,0.22357549528889956,14,390.0
140.0,8,164.0,4.555555555555555,5.815997569489248,8,338.0,0.26957904433806473,8,338.0
145.0,8,141.0,3.710526315789474,6.676634325340395,8,203.0,0.3411104561231895,8,203.0
150.0,10,148.0,3.6097560975609757,6.418536706947275,10,223.0,0.37209729957756704,10,223.0
155.0,8,159.0,4.184210526315789,5.946042244041675,8,217.0,0.24295588984343403,8,217.0
160.0,13,206.0,5.282051282051282,6.916257221896947,13,236.0,0.31154052255663106,13,236.0
165.0,14,274.0,8.058823529411764,6.646023104721885,14,296.0,0.27020437905250216,14,296.0
170.0,13,155.0,4.428571428571429,5.630641913271172,13,197.0,0.28845244894090083,13,197.0
175.0,17,232.0,7.733333333333333,4.526769487001001,17,252.0,0.19634107792847869,17,252.0
180.0,17,285.0,8.90625,4.025195002245586,17,320.0,0.16925867389294907,17,320.0
185.0,14,347.0,10.205882352941176,5.176539548252613,14,376.0,0.2862181114010666,14,376.0
190.0,12,196.0,5.157894736842105,5.341061542765638,12,348.0,0.28763320301036593,12,348.0
195.0,13,185.0,5.138888888888889,5.357425627740401,13,268.0,0.2651398355201986,13,268.0
200.0,16,100.0,2.6315789473684212,4.695692261478256,16,272.0,0.20625895186383614,16,272.0
205.0,20,182.0,5.055555555555555,4.307593463382893,20,274.0,0.15146108777593117,20,274.0
210.0,20,174.0,4.702702702702703,4.262732457765525,20,335.0,0.19413399071049434,20,335.0
215.0,12,147.0,4.323529411764706,4.060115691609525,12,327.0,0.12358470278295677,12,327.0
220.0,10,75.0,1.7045454545454546,6.452653427153669,10,300.0,0.38123779978290157,10,300.0
225.0,10,72.0,1.8461538461538463,5.879190522579511,10,234.0,0.3214533829067127,10,234.0
230.0,17,92.0,2.090909090909091,4.284626712601862,17,258.0,0.18684199709663737,17,258.0
235.0,16,128.0,3.2,4.363627790317747,16,254.0,0.15168437031207457,16,254.0
240.0,9,86.0,2.0476190476190474,5.107710555408793,9,239.0,0.21933677790970127,9,239.0
245.0,17,157.0,4.0256410256410255,4.661178111429329,17,274.0,0.17957197000698066,17,274.0
250.0,17,208.0,5.2,3.9919607960340704,17,331.0,0.15948118527220517,17,331.0
255.0,14,245.0,5.833333333333333,5.313427591939168,14,352.0,0.2529515095817131,14,352.0
260.0,7,117.0,2.659090909090909,6.6655442950556045,7,295.0,0.35958485783054644,7,295.0
265.0,10,98.0,2.3333333333333335,5.65160982962055,10,207.0,0.25647419561963425,10,207.0
270.0,16,130.0,3.0952380952380953,4.1182411821942555,16,250.0,0.18110428398171563,16,250.0
275.0,14,171.0,4.5,4.4159126137951015,14,280.0,0.17210566731983862,14,280.0
280.0,14,236.0,5.619047619047619,6.877353247458876,14,309.0,0.31105670123275675,14,309.0
285.0,9,209.0,5.358974358974359,5.854407546246945,9,299.0,0.24348155212603445,9,299.0
290.0,14,247.0,6.024390243902439,6.255945538320536,14,282.0,0.3524161440424411,14,282.0
295.0,15,277.0,6.595238095238095,6.729856908461539,15,314.0,0.36442267638222786,15,314.0
300.0,10,294.0,7.35,5.209359153703941,10,333.0,0.19740450783499985,10,333.0
305.0,12,198.0,4.95,5.556295812253027,12,305.0,0.260499789843776,12,305.0
310.0,15,257.0,6.7631578947368425,5.348367086075824,15,289.0,0.2065123270935619,15,289.0
315.0,16,295.0,7.7631578947368425,5.462799937825466,16,338.0,0.20629102815134465,16,338.0
320.0,10,322.0,9.2,6.021401922530984,10,361.0,0.24578344275895533,10,361.0
325.0,8,244.0,6.421052631578948,6.358297196894147,8,342.0,0.3281105711926628,8,342.0
330.0,11,286.0,8.17142857142857,5.920023916975077,11,320.0,0.29066612055057284,11,320.0
335.0,13,311.0,8.405405405405405,5.613558275456638,13,360.0,0.29625297738606843,13,360.0
340.0,10,324.0,9.257142857142858,4.92514600537893,10,366.0,0.18872586172779487,10,366.0
345.0,11,70.0,1.8918918918918919,5.745715846786982,11,188.0,0.2747879423490441,11,188.0
350.0,18,142.0,4.176470588235294,3.715226130469752,18,177.0,0.1266444812106247,18,177.0
355.0,17,188.0,5.222222222222222,4.133310208746831,17,241.0,0.19600055676017322,17,241.0
360.0,12,218.0,6.8125,3.3387367135095936,12,262.0,0.09958263956839544,12,262.0
365.0,12,271.0,6.159090909090909,7.659413791146495,12,297.0,0.4382405003044777,12,297.0
370.0,8,147.0,3.675,6.447905290529704,8,269.0,0.350289856920693,8,269.0
375.0,12,173.0,4.219512195121951,5.615823365289207,12,212.0,0.2644043965903991,12,212.0
380.0,15,214.0,5.631578947368421,4.541874946425682,15,252.0,0.1527965802676921,15,252.0
385.0,13,258.0,6.615384615384615,5.60792182069174,13,286.0,0.2488266165047544,13,286.0
390.0,11,93.0,2.5833333333333335,4.313849302982484,11,249.0,0.17914384350878584,11,249.0
395.0,14,125.0,3.3783783783783785,5.078713903994045,14,183.0,0.21904347108525837,14,183.0
400.0,17,163.0,4.075,4.936717007807454,17,241.0,0.23473624232469184,17,241.0
405.0,12,183.0,4.575,6.273151350150365,12,258.0,0.3246699295824537,12,258.0
410.0,15,240.0,6.0,6.5760838600142275,15,286.0,0.26597376823484714,15,286.0
415.0,16,240.0,6.153846153846154,5.4981561381645525,16,286.0,0.27440444227803884,16,286.0
420.0,23,335.0,10.151515151515152,2.4706545151215997,23,381.0,0.11140773483033267,23,381.0
425.0,21,341.0,8.973684210526315,3.3872724677396993,21,415.0,0.18082495380961225,21,415.0
430.0,24,458.0,12.722222222222221,2.786001788609407,24,475.0,0.05790803778093387,24,475.0
435.0,24,482.0,10.041666666666666,4.929031414179581,24,558.0,0.26748116975568526,24,558.0
440.0,14,455.0,10.581395348837209,5.620640434704061,14,558.0,0.32498883652499483,14,558.0
445.0,9,158.0,3.2916666666666665,6.3370362434023475,9,472.0,0.3614509988373178,9,472.0
450.0,11,34.0,0.7727272727272727,5.503483230359195,11,235.0,0.2198446582051573,11,235.0
455.0,12,59.0,1.3409090909090908,4.439928987325502,12,259.0,0.1823882465865088,12,259.0
460.0,14,90.0,2.142857142857143,4.97485255365192,14,259.0,0.20601392162968926,14,259.0
465.0,11,111.0,2.642857142857143,5.087073190636016,11,244.0,0.2528044676791483,11,244.0
470.0,15,164.0,3.727272727272727,5.651630864797237,15,244.0,0.2942850144320028,15,244.0
475.0,16,194.0,4.511627906976744,5.300860655593483,16,274.0,0.2637596607868321,16,274.0
480.0,10,207.0,5.048780487804878,5.396986126265119,10,262.0,0.23773698216088177,10,262.0
485.0,14,256.0,6.2439024390243905,6.238160649106002,14,289.0,0.29601172760475014,14,289.0
490.0,8,150.0,3.9473684210526314,5.914652683641798,8,260.0,0.304401613758849,8,260.0
495.0,13,186.0,4.894736842105263,5.7974915712223165,13,222.0,0.27100114575078915,13,222.0
500.0,14,230.0,6.388888888888889,5.029319043157837,14,273.0,0.21738305598189797,14,273.0
505.0,11,260.0,6.842105263157895,5.938892692912502,11,298.0,0.29689782711985796,11,298.0
510.0,7,156.0,3.8048780487804876,7.05445492990113,7,275.0,0.4264421900932152,7,275.0
515.0,12,189.0,4.973684210526316,6.082934369457762,12,236.0,0.2956406488620312,12,236.0
520.0,16,211.0,5.275,4.913841778295448,16,264.0,0.1997838370119003,16,264.0
